Dataset,rank,source,target,source_index,target_index,hedges_g,absolute_hedges_g
ABIDE-II,5322,ROI_014,ROI_076,13,75,-0.05866243001482629,0.05866243001482629
ABIDE-II,5323,ROI_009,ROI_026,8,25,0.05861600664602797,0.05861600664602797
ABIDE-II,5324,ROI_016,ROI_007,15,6,-0.058588826728396964,0.058588826728396964
ABIDE-II,5325,ROI_026,ROI_038,25,37,-0.05858809293514898,0.05858809293514898
ABIDE-II,5326,ROI_049,ROI_043,48,42,-0.05856607100002525,0.05856607100002525
ABIDE-II,5327,ROI_076,ROI_004,75,3,-0.05856410616200467,0.05856410616200467
ABIDE-II,5328,ROI_059,ROI_024,58,23,0.05855877578639843,0.05855877578639843
ABIDE-II,5329,ROI_037,ROI_023,36,22,0.05852415705101604,0.05852415705101604
ABIDE-II,5330,ROI_007,ROI_044,6,43,0.058510169169370775,0.058510169169370775
ABIDE-II,5331,ROI_078,ROI_008,77,7,0.05850957381122659,0.05850957381122659
ABIDE-II,5332,ROI_042,ROI_045,41,44,-0.058490209986456244,0.058490209986456244
ABIDE-II,5333,ROI_053,ROI_044,52,43,-0.058461783911874086,0.058461783911874086
ABIDE-II,5334,ROI_022,ROI_090,21,89,-0.05840459909673535,0.05840459909673535
ABIDE-II,5335,ROI_079,ROI_002,78,1,-0.05838743871420872,0.05838743871420872
ABIDE-II,5336,ROI_084,ROI_029,83,28,-0.05836448325546373,0.05836448325546373
ABIDE-II,5337,ROI_075,ROI_028,74,27,0.058315481229633474,0.058315481229633474
ABIDE-II,5338,ROI_023,ROI_002,22,1,0.05826174733829073,0.05826174733829073
ABIDE-II,5339,ROI_083,ROI_080,82,79,-0.05824623855075831,0.05824623855075831
ABIDE-II,5340,ROI_052,ROI_010,51,9,0.0582413972725042,0.0582413972725042
ABIDE-II,5341,ROI_078,ROI_010,77,9,0.05823526409988857,0.05823526409988857
ABIDE-II,5342,ROI_085,ROI_012,84,11,0.058191120397587004,0.058191120397587004
ABIDE-II,5343,ROI_067,ROI_028,66,27,-0.05817537104972749,0.05817537104972749
ABIDE-II,5344,ROI_081,ROI_086,80,85,0.05817090603912278,0.05817090603912278
ABIDE-II,5345,ROI_020,ROI_018,19,17,-0.0580831213285749,0.0580831213285749
ABIDE-II,5346,ROI_072,ROI_053,71,52,0.05806849318856622,0.05806849318856622
ABIDE-II,5347,ROI_054,ROI_042,53,41,-0.05806101783422483,0.05806101783422483
ABIDE-II,5348,ROI_031,ROI_088,30,87,-0.05806076254561097,0.05806076254561097
ABIDE-II,5349,ROI_089,ROI_066,88,65,0.058019753255428165,0.058019753255428165
ABIDE-II,5350,ROI_060,ROI_014,59,13,0.057995782105169945,0.057995782105169945
ABIDE-II,5351,ROI_007,ROI_016,6,15,-0.05797200515246327,0.05797200515246327
ABIDE-II,5352,ROI_074,ROI_045,73,44,-0.05796605957500492,0.05796605957500492
ABIDE-II,5353,ROI_051,ROI_014,50,13,-0.05788971177832847,0.05788971177832847
ABIDE-II,5354,ROI_079,ROI_016,78,15,0.05787519374251388,0.05787519374251388
ABIDE-II,5355,ROI_019,ROI_001,18,0,-0.05786992032347839,0.05786992032347839
ABIDE-II,5356,ROI_081,ROI_047,80,46,0.05786506654477833,0.05786506654477833
ABIDE-II,5357,ROI_073,ROI_023,72,22,0.057851112886608484,0.057851112886608484
ABIDE-II,5358,ROI_012,ROI_078,11,77,0.05781998250542194,0.05781998250542194
ABIDE-II,5359,ROI_088,ROI_080,87,79,0.05778570766142872,0.05778570766142872
ABIDE-II,5360,ROI_011,ROI_076,10,75,-0.057736366054511094,0.057736366054511094
ABIDE-II,5361,ROI_015,ROI_080,14,79,0.057715924242710194,0.057715924242710194
ABIDE-II,5362,ROI_060,ROI_070,59,69,-0.05771310719233581,0.05771310719233581
ABIDE-II,5363,ROI_042,ROI_057,41,56,0.05770884172458483,0.05770884172458483
ABIDE-II,5364,ROI_043,ROI_077,42,76,-0.05768507463922692,0.05768507463922692
ABIDE-II,5365,ROI_022,ROI_072,21,71,0.05764410339440317,0.05764410339440317
ABIDE-II,5366,ROI_042,ROI_040,41,39,0.057639456213407825,0.057639456213407825
ABIDE-II,5367,ROI_064,ROI_058,63,57,-0.0576165910367279,0.0576165910367279
ABIDE-II,5368,ROI_070,ROI_088,69,87,-0.0576121104065699,0.0576121104065699
ABIDE-II,5369,ROI_019,ROI_023,18,22,-0.0576068045189818,0.0576068045189818
ABIDE-II,5370,ROI_063,ROI_055,62,54,0.05758879028020276,0.05758879028020276
ABIDE-II,5371,ROI_088,ROI_061,87,60,0.057588764723602644,0.057588764723602644
ABIDE-II,5372,ROI_083,ROI_050,82,49,0.05756229530044094,0.05756229530044094
ABIDE-II,5373,ROI_021,ROI_049,20,48,0.057554820233418694,0.057554820233418694
ABIDE-II,5374,ROI_008,ROI_055,7,54,0.05746214365830672,0.05746214365830672
ABIDE-II,5375,ROI_016,ROI_060,15,59,-0.057451408319786006,0.057451408319786006
ABIDE-II,5376,ROI_027,ROI_068,26,67,0.05744744846306214,0.05744744846306214
ABIDE-II,5377,ROI_007,ROI_068,6,67,-0.05743042115292465,0.05743042115292465
ABIDE-II,5378,ROI_085,ROI_031,84,30,0.057419833551232556,0.057419833551232556
ABIDE-II,5379,ROI_037,ROI_083,36,82,0.057399619601380604,0.057399619601380604
ABIDE-II,5380,ROI_014,ROI_059,13,58,0.057390881052272684,0.057390881052272684
ABIDE-II,5381,ROI_041,ROI_077,40,76,-0.057386191072910264,0.057386191072910264
ABIDE-II,5382,ROI_010,ROI_039,9,38,-0.05737474056305407,0.05737474056305407
ABIDE-II,5383,ROI_011,ROI_007,10,6,-0.05735039160641316,0.05735039160641316
ABIDE-II,5384,ROI_030,ROI_048,29,47,0.05734466223127621,0.05734466223127621
ABIDE-II,5385,ROI_022,ROI_004,21,3,0.05734088420287652,0.05734088420287652
ABIDE-II,5386,ROI_071,ROI_052,70,51,0.057335721410023376,0.057335721410023376
ABIDE-II,5387,ROI_083,ROI_024,82,23,-0.05732667566335471,0.05732667566335471
ABIDE-II,5388,ROI_047,ROI_072,46,71,0.05732546665123089,0.05732546665123089
ABIDE-II,5389,ROI_080,ROI_028,79,27,0.057308006409366986,0.057308006409366986
ABIDE-II,5390,ROI_013,ROI_017,12,16,-0.05724863041921208,0.05724863041921208
ABIDE-II,5391,ROI_040,ROI_064,39,63,0.057220714863561124,0.057220714863561124
ABIDE-II,5392,ROI_063,ROI_078,62,77,0.05720904411483701,0.05720904411483701
ABIDE-II,5393,ROI_053,ROI_005,52,4,0.05720294735609035,0.05720294735609035
ABIDE-II,5394,ROI_006,ROI_058,5,57,0.05718973927192953,0.05718973927192953
ABIDE-II,5395,ROI_022,ROI_030,21,29,0.05718739394008845,0.05718739394008845
ABIDE-II,5396,ROI_050,ROI_007,49,6,0.05718435302557322,0.05718435302557322
ABIDE-II,5397,ROI_082,ROI_043,81,42,0.05712199192408048,0.05712199192408048
ABIDE-II,5398,ROI_076,ROI_078,75,77,-0.05707430051922032,0.05707430051922032
ABIDE-II,5399,ROI_013,ROI_020,12,19,-0.057054808319484174,0.057054808319484174
ABIDE-II,5400,ROI_028,ROI_013,27,12,0.05704119568163939,0.05704119568163939
ABIDE-II,5401,ROI_030,ROI_058,29,57,0.056979682953077065,0.056979682953077065
ABIDE-II,5402,ROI_006,ROI_087,5,86,-0.05695887902854837,0.05695887902854837
ABIDE-II,5403,ROI_058,ROI_056,57,55,0.05693854447049058,0.05693854447049058
ABIDE-II,5404,ROI_088,ROI_063,87,62,0.05693141968410793,0.05693141968410793
ABIDE-II,5405,ROI_020,ROI_047,19,46,0.056912724491337156,0.056912724491337156
ABIDE-II,5406,ROI_083,ROI_003,82,2,-0.056886576921521825,0.056886576921521825
ABIDE-II,5407,ROI_033,ROI_042,32,41,0.056885357248827866,0.056885357248827866
ABIDE-II,5408,ROI_083,ROI_008,82,7,0.05687972434508316,0.05687972434508316
ABIDE-II,5409,ROI_056,ROI_058,55,57,0.05687713953839088,0.05687713953839088
ABIDE-II,5410,ROI_014,ROI_080,13,79,-0.05686850356268707,0.05686850356268707
ABIDE-II,5411,ROI_027,ROI_061,26,60,0.05685100950938464,0.05685100950938464
ABIDE-II,5412,ROI_015,ROI_072,14,71,0.056803613770331135,0.056803613770331135
ABIDE-II,5413,ROI_005,ROI_033,4,32,0.05674747515450373,0.05674747515450373
ABIDE-II,5414,ROI_025,ROI_010,24,9,0.056635411487248134,0.056635411487248134
ABIDE-II,5415,ROI_033,ROI_004,32,3,-0.056596711774934104,0.056596711774934104
ABIDE-II,5416,ROI_072,ROI_076,71,75,-0.056596360359219625,0.056596360359219625
ABIDE-II,5417,ROI_087,ROI_045,86,44,-0.05659090294881792,0.05659090294881792
ABIDE-II,5418,ROI_058,ROI_053,57,52,-0.05656249623884718,0.05656249623884718
ABIDE-II,5419,ROI_083,ROI_078,82,77,-0.05656045733829709,0.05656045733829709
ABIDE-II,5420,ROI_072,ROI_021,71,20,0.05653920063092282,0.05653920063092282
ABIDE-II,5421,ROI_087,ROI_052,86,51,0.05646345111358149,0.05646345111358149
ABIDE-II,5422,ROI_088,ROI_070,87,69,-0.056427069437747966,0.056427069437747966
ABIDE-II,5423,ROI_041,ROI_062,40,61,0.05641193002930962,0.05641193002930962
ABIDE-II,5424,ROI_022,ROI_026,21,25,-0.05639962672920773,0.05639962672920773
ABIDE-II,5425,ROI_040,ROI_062,39,61,0.0563953741110667,0.0563953741110667
ABIDE-II,5426,ROI_049,ROI_072,48,71,0.0563821659338878,0.0563821659338878
ABIDE-II,5427,ROI_016,ROI_027,15,26,-0.05637791264702172,0.05637791264702172
ABIDE-II,5428,ROI_046,ROI_080,45,79,0.056337871822234806,0.056337871822234806
ABIDE-II,5429,ROI_021,ROI_003,20,2,0.05628742134440295,0.05628742134440295
ABIDE-II,5430,ROI_053,ROI_086,52,85,-0.05625453720718147,0.05625453720718147
ABIDE-II,5431,ROI_031,ROI_061,30,60,0.05620241183622747,0.05620241183622747
ABIDE-II,5432,ROI_015,ROI_038,14,37,0.056175369694986925,0.056175369694986925
ABIDE-II,5433,ROI_059,ROI_042,58,41,-0.056126296672128755,0.056126296672128755
ABIDE-II,5434,ROI_073,ROI_071,72,70,-0.05610117344081689,0.05610117344081689
ABIDE-II,5435,ROI_022,ROI_070,21,69,0.05607227764697284,0.05607227764697284
ABIDE-II,5436,ROI_077,ROI_066,76,65,0.056035249496957165,0.056035249496957165
ABIDE-II,5437,ROI_077,ROI_004,76,3,0.05601731341831302,0.05601731341831302
ABIDE-II,5438,ROI_021,ROI_042,20,41,-0.05600384176898408,0.05600384176898408
ABIDE-II,5439,ROI_025,ROI_070,24,69,-0.055982667107277465,0.055982667107277465
ABIDE-II,5440,ROI_048,ROI_059,47,58,-0.05595427858455082,0.05595427858455082
ABIDE-II,5441,ROI_085,ROI_089,84,88,0.055949747307581704,0.055949747307581704
ABIDE-II,5442,ROI_005,ROI_032,4,31,0.0559402826484506,0.0559402826484506
ABIDE-II,5443,ROI_018,ROI_052,17,51,0.05592407401222114,0.05592407401222114
ABIDE-II,5444,ROI_018,ROI_084,17,83,0.05591443463762365,0.05591443463762365
ABIDE-II,5445,ROI_089,ROI_086,88,85,-0.05590374426090908,0.05590374426090908
ABIDE-II,5446,ROI_049,ROI_077,48,76,0.05590036943712534,0.05590036943712534
ABIDE-II,5447,ROI_023,ROI_078,22,77,0.05587376234757753,0.05587376234757753
ABIDE-II,5448,ROI_036,ROI_059,35,58,0.05583177734685107,0.05583177734685107
ABIDE-II,5449,ROI_062,ROI_067,61,66,0.05577152011198449,0.05577152011198449
ABIDE-II,5450,ROI_073,ROI_030,72,29,0.05576076146073247,0.05576076146073247
ABIDE-II,5451,ROI_010,ROI_005,9,4,-0.055757110338016266,0.055757110338016266
ABIDE-II,5452,ROI_058,ROI_087,57,86,0.05570144051004666,0.05570144051004666
ABIDE-II,5453,ROI_014,ROI_061,13,60,-0.055669333188676756,0.055669333188676756
ABIDE-II,5454,ROI_020,ROI_049,19,48,0.05566674356592865,0.05566674356592865
ABIDE-II,5455,ROI_047,ROI_002,46,1,0.055653514177995383,0.055653514177995383
ABIDE-II,5456,ROI_024,ROI_086,23,85,-0.055637592293340414,0.055637592293340414
ABIDE-II,5457,ROI_077,ROI_003,76,2,0.055627384531062016,0.055627384531062016
ABIDE-II,5458,ROI_036,ROI_028,35,27,0.05561876084708353,0.05561876084708353
ABIDE-II,5459,ROI_080,ROI_061,79,60,0.05559805905212065,0.05559805905212065
ABIDE-II,5460,ROI_066,ROI_086,65,85,-0.05559243836092928,0.05559243836092928
ABIDE-II,5461,ROI_061,ROI_057,60,56,-0.05558970805229058,0.05558970805229058
ABIDE-II,5462,ROI_043,ROI_039,42,38,-0.05557211282491838,0.05557211282491838
ABIDE-II,5463,ROI_018,ROI_085,17,84,0.05557022861705108,0.05557022861705108
ABIDE-II,5464,ROI_013,ROI_069,12,68,-0.055529632566702784,0.055529632566702784
ABIDE-II,5465,ROI_075,ROI_010,74,9,0.05552366869796821,0.05552366869796821
ABIDE-II,5466,ROI_050,ROI_068,49,67,0.05549791407924745,0.05549791407924745
ABIDE-II,5467,ROI_076,ROI_014,75,13,-0.05547911267522952,0.05547911267522952
ABIDE-II,5468,ROI_002,ROI_088,1,87,0.055450841426310474,0.055450841426310474
ABIDE-II,5469,ROI_020,ROI_051,19,50,-0.05544051664885502,0.05544051664885502
ABIDE-II,5470,ROI_078,ROI_066,77,65,0.055440197784619186,0.055440197784619186
ABIDE-II,5471,ROI_078,ROI_043,77,42,-0.05541444236790757,0.05541444236790757
ABIDE-II,5472,ROI_006,ROI_020,5,19,-0.05540965747145336,0.05540965747145336
ABIDE-II,5473,ROI_001,ROI_006,0,5,0.05540253201565053,0.05540253201565053
ABIDE-II,5474,ROI_089,ROI_003,88,2,-0.05539891544888075,0.05539891544888075
ABIDE-II,5475,ROI_026,ROI_041,25,40,0.05537601176097803,0.05537601176097803
ABIDE-II,5476,ROI_063,ROI_038,62,37,0.05533851745395281,0.05533851745395281
ABIDE-II,5477,ROI_069,ROI_059,68,58,-0.05531977034816513,0.05531977034816513
ABIDE-II,5478,ROI_016,ROI_026,15,25,0.05531959668862282,0.05531959668862282
ABIDE-II,5479,ROI_050,ROI_004,49,3,0.05530153864995133,0.05530153864995133
ABIDE-II,5480,ROI_081,ROI_034,80,33,0.05530012214285699,0.05530012214285699
ABIDE-II,5481,ROI_009,ROI_013,8,12,-0.05528226528467178,0.05528226528467178
ABIDE-II,5482,ROI_034,ROI_046,33,45,-0.05527789005788782,0.05527789005788782
ABIDE-II,5483,ROI_070,ROI_020,69,19,-0.0552455335772306,0.0552455335772306
ABIDE-II,5484,ROI_022,ROI_063,21,62,0.05520387174119023,0.05520387174119023
ABIDE-II,5485,ROI_039,ROI_078,38,77,-0.05515792320588048,0.05515792320588048
ABIDE-II,5486,ROI_081,ROI_071,80,70,0.05511117870492708,0.05511117870492708
ABIDE-II,5487,ROI_081,ROI_020,80,19,-0.05510080846402182,0.05510080846402182
ABIDE-II,5488,ROI_053,ROI_017,52,16,0.05509963086450761,0.05509963086450761
ABIDE-II,5489,ROI_073,ROI_051,72,50,0.05508848748715341,0.05508848748715341
ABIDE-II,5490,ROI_084,ROI_051,83,50,0.055025863953654025,0.055025863953654025
ABIDE-II,5491,ROI_029,ROI_001,28,0,-0.05495326210256093,0.05495326210256093
ABIDE-II,5492,ROI_016,ROI_065,15,64,-0.05494771854850144,0.05494771854850144
ABIDE-II,5493,ROI_011,ROI_079,10,78,-0.054944741552697574,0.054944741552697574
ABIDE-II,5494,ROI_039,ROI_072,38,71,0.054907793596675435,0.054907793596675435
ABIDE-II,5495,ROI_080,ROI_075,79,74,-0.05487464901887546,0.05487464901887546
ABIDE-II,5496,ROI_018,ROI_005,17,4,0.0548693775765754,0.0548693775765754
ABIDE-II,5497,ROI_018,ROI_014,17,13,-0.05481653833150804,0.05481653833150804
ABIDE-II,5498,ROI_004,ROI_082,3,81,-0.05478511333969752,0.05478511333969752
ABIDE-II,5499,ROI_087,ROI_049,86,48,0.05474183387897895,0.05474183387897895
ABIDE-II,5500,ROI_009,ROI_021,8,20,-0.054647365156715005,0.054647365156715005
ABIDE-II,5501,ROI_060,ROI_083,59,82,0.05464385428530986,0.05464385428530986
ABIDE-II,5502,ROI_057,ROI_024,56,23,0.05463074712030868,0.05463074712030868
ABIDE-II,5503,ROI_085,ROI_046,84,45,0.054617786883110885,0.054617786883110885
ABIDE-II,5504,ROI_053,ROI_027,52,26,0.05461634402855829,0.05461634402855829
ABIDE-II,5505,ROI_047,ROI_060,46,59,-0.054593327513059675,0.054593327513059675
ABIDE-II,5506,ROI_038,ROI_025,37,24,-0.054584997265639985,0.054584997265639985
ABIDE-II,5507,ROI_052,ROI_067,51,66,0.05454700468931519,0.05454700468931519
ABIDE-II,5508,ROI_072,ROI_090,71,89,0.05449015655358156,0.05449015655358156
ABIDE-II,5509,ROI_006,ROI_023,5,22,0.05445850754547303,0.05445850754547303
ABIDE-II,5510,ROI_005,ROI_043,4,42,0.054454519457999874,0.054454519457999874
ABIDE-II,5511,ROI_042,ROI_050,41,49,-0.054435604570471044,0.054435604570471044
ABIDE-II,5512,ROI_085,ROI_072,84,71,0.05441496303182575,0.05441496303182575
ABIDE-II,5513,ROI_052,ROI_015,51,14,0.05437949521331734,0.05437949521331734
ABIDE-II,5514,ROI_086,ROI_081,85,80,0.054370089808420445,0.054370089808420445
ABIDE-II,5515,ROI_086,ROI_082,85,81,0.05433356836760576,0.05433356836760576
ABIDE-II,5516,ROI_018,ROI_083,17,82,-0.05432841236079234,0.05432841236079234
ABIDE-II,5517,ROI_010,ROI_025,9,24,0.05432571216088437,0.05432571216088437
ABIDE-II,5518,ROI_044,ROI_007,43,6,0.05431632283347196,0.05431632283347196
ABIDE-II,5519,ROI_075,ROI_065,74,64,-0.054245225767846544,0.054245225767846544
ABIDE-II,5520,ROI_034,ROI_003,33,2,-0.054229558550169976,0.054229558550169976
ABIDE-II,5521,ROI_066,ROI_072,65,71,-0.05420240480023025,0.05420240480023025
ABIDE-II,5522,ROI_056,ROI_088,55,87,0.0541944442744445,0.0541944442744445
ABIDE-II,5523,ROI_080,ROI_014,79,13,-0.05414848889862413,0.05414848889862413
ABIDE-II,5524,ROI_048,ROI_054,47,53,-0.054073078718960325,0.054073078718960325
ABIDE-II,5525,ROI_027,ROI_020,26,19,0.05403737950740364,0.05403737950740364
ABIDE-II,5526,ROI_067,ROI_014,66,13,0.0540304620097431,0.0540304620097431
ABIDE-II,5527,ROI_063,ROI_015,62,14,-0.05402628717129119,0.05402628717129119
ABIDE-II,5528,ROI_058,ROI_016,57,15,0.05399558997430328,0.05399558997430328
ABIDE-II,5529,ROI_005,ROI_054,4,53,0.053970561794866714,0.053970561794866714
ABIDE-II,5530,ROI_038,ROI_053,37,52,0.05396924508951016,0.05396924508951016
ABIDE-II,5531,ROI_080,ROI_005,79,4,0.05395441964308673,0.05395441964308673
ABIDE-II,5532,ROI_084,ROI_066,83,65,0.053928362992501276,0.053928362992501276
ABIDE-II,5533,ROI_060,ROI_077,59,76,0.05392693951627284,0.05392693951627284
ABIDE-II,5534,ROI_041,ROI_052,40,51,-0.053910202943687,0.053910202943687
ABIDE-II,5535,ROI_090,ROI_078,89,77,0.05390855329392437,0.05390855329392437
ABIDE-II,5536,ROI_011,ROI_050,10,49,0.053898974314303544,0.053898974314303544
ABIDE-II,5537,ROI_079,ROI_037,78,36,-0.053896282000754726,0.053896282000754726
ABIDE-II,5538,ROI_005,ROI_010,4,9,-0.05388041847546439,0.05388041847546439
ABIDE-II,5539,ROI_008,ROI_010,7,9,-0.05387915877564846,0.05387915877564846
ABIDE-II,5540,ROI_039,ROI_034,38,33,0.05387062832845624,0.05387062832845624
ABIDE-II,5541,ROI_082,ROI_067,81,66,-0.053856105174582364,0.053856105174582364
ABIDE-II,5542,ROI_037,ROI_072,36,71,0.053819476131485314,0.053819476131485314
ABIDE-II,5543,ROI_081,ROI_053,80,52,0.05378078550450951,0.05378078550450951
ABIDE-II,5544,ROI_055,ROI_088,54,87,0.05376549654999891,0.05376549654999891
ABIDE-II,5545,ROI_063,ROI_043,62,42,0.0537314028608352,0.0537314028608352
ABIDE-II,5546,ROI_064,ROI_040,63,39,0.053654052267319736,0.053654052267319736
ABIDE-II,5547,ROI_076,ROI_029,75,28,-0.05362303703907315,0.05362303703907315
ABIDE-II,5548,ROI_015,ROI_047,14,46,0.05361884532456454,0.05361884532456454
ABIDE-II,5549,ROI_034,ROI_076,33,75,-0.053601905764612726,0.053601905764612726
ABIDE-II,5550,ROI_051,ROI_089,50,88,0.0535873520460601,0.0535873520460601
ABIDE-II,5551,ROI_005,ROI_041,4,40,-0.05358211712267571,0.05358211712267571
ABIDE-II,5552,ROI_040,ROI_051,39,50,0.05357491941267143,0.05357491941267143
ABIDE-II,5553,ROI_015,ROI_060,14,59,0.053545853149618884,0.053545853149618884
ABIDE-II,5554,ROI_018,ROI_020,17,19,-0.053521726410817934,0.053521726410817934
ABIDE-II,5555,ROI_049,ROI_037,48,36,0.05348951150154016,0.05348951150154016
ABIDE-II,5556,ROI_040,ROI_080,39,79,0.05347858977503583,0.05347858977503583
ABIDE-II,5557,ROI_011,ROI_031,10,30,0.05347235857724369,0.05347235857724369
ABIDE-II,5558,ROI_083,ROI_027,82,26,0.05344875480732883,0.05344875480732883
ABIDE-II,5559,ROI_070,ROI_022,69,21,0.05341126351619467,0.05341126351619467
ABIDE-II,5560,ROI_049,ROI_004,48,3,0.05341120096081652,0.05341120096081652
ABIDE-II,5561,ROI_051,ROI_040,50,39,0.053408223286337805,0.053408223286337805
ABIDE-II,5562,ROI_034,ROI_011,33,10,0.05340291222351367,0.05340291222351367
ABIDE-II,5563,ROI_059,ROI_046,58,45,0.05338996947963317,0.05338996947963317
ABIDE-II,5564,ROI_041,ROI_083,40,82,0.05337121683631918,0.05337121683631918
ABIDE-II,5565,ROI_022,ROI_024,21,23,0.05336216062172904,0.05336216062172904
ABIDE-II,5566,ROI_075,ROI_027,74,26,0.053307637480438076,0.053307637480438076
ABIDE-II,5567,ROI_077,ROI_049,76,48,0.05327463665394188,0.05327463665394188
ABIDE-II,5568,ROI_044,ROI_009,43,8,0.05327387790628919,0.05327387790628919
ABIDE-II,5569,ROI_012,ROI_052,11,51,-0.05327163212380471,0.05327163212380471
ABIDE-II,5570,ROI_025,ROI_062,24,61,0.05326871581474384,0.05326871581474384
ABIDE-II,5571,ROI_019,ROI_079,18,78,0.05324809180313547,0.05324809180313547
ABIDE-II,5572,ROI_032,ROI_019,31,18,0.053232454327017974,0.053232454327017974
ABIDE-II,5573,ROI_013,ROI_016,12,15,-0.05317449397825029,0.05317449397825029
ABIDE-II,5574,ROI_065,ROI_011,64,10,0.05314374342140578,0.05314374342140578
ABIDE-II,5575,ROI_001,ROI_049,0,48,0.05313406615306987,0.05313406615306987
ABIDE-II,5576,ROI_005,ROI_070,4,69,-0.05307571467443392,0.05307571467443392
ABIDE-II,5577,ROI_026,ROI_087,25,86,-0.0530718175562662,0.0530718175562662
ABIDE-II,5578,ROI_051,ROI_085,50,84,0.053068781605781004,0.053068781605781004
ABIDE-II,5579,ROI_029,ROI_047,28,46,0.05305951299481339,0.05305951299481339
ABIDE-II,5580,ROI_054,ROI_086,53,85,-0.05301905503263987,0.05301905503263987
ABIDE-II,5581,ROI_078,ROI_063,77,62,0.05299915006915891,0.05299915006915891
ABIDE-II,5582,ROI_003,ROI_078,2,77,0.05298588624653367,0.05298588624653367
ABIDE-II,5583,ROI_040,ROI_037,39,36,-0.052968612869118976,0.052968612869118976
ABIDE-II,5584,ROI_075,ROI_018,74,17,-0.05294779638151788,0.05294779638151788
ABIDE-II,5585,ROI_061,ROI_034,60,33,-0.052897346555619465,0.052897346555619465
ABIDE-II,5586,ROI_040,ROI_061,39,60,0.052846877911456556,0.052846877911456556
ABIDE-II,5587,ROI_044,ROI_018,43,17,-0.052796308607240175,0.052796308607240175
ABIDE-II,5588,ROI_069,ROI_074,68,73,-0.0527649449596257,0.0527649449596257
ABIDE-II,5589,ROI_062,ROI_090,61,89,-0.05274366224981285,0.05274366224981285
ABIDE-II,5590,ROI_012,ROI_075,11,74,-0.05274272198503781,0.05274272198503781
ABIDE-II,5591,ROI_004,ROI_033,3,32,-0.052738522934178585,0.052738522934178585
ABIDE-II,5592,ROI_083,ROI_028,82,27,0.05272347768887597,0.05272347768887597
ABIDE-II,5593,ROI_073,ROI_032,72,31,0.05267798456375702,0.05267798456375702
ABIDE-II,5594,ROI_054,ROI_017,53,16,0.05266564604951418,0.05266564604951418
ABIDE-II,5595,ROI_012,ROI_083,11,82,0.05265781905038238,0.05265781905038238
ABIDE-II,5596,ROI_086,ROI_002,85,1,0.05264519121958791,0.05264519121958791
ABIDE-II,5597,ROI_014,ROI_004,13,3,0.05262565755449836,0.05262565755449836
ABIDE-II,5598,ROI_006,ROI_051,5,50,0.05261784761980396,0.05261784761980396
ABIDE-II,5599,ROI_067,ROI_082,66,81,-0.05259919719875385,0.05259919719875385
ABIDE-II,5600,ROI_040,ROI_001,39,0,0.05259594012998545,0.05259594012998545
ABIDE-II,5601,ROI_021,ROI_050,20,49,0.05259268095953492,0.05259268095953492
ABIDE-II,5602,ROI_077,ROI_024,76,23,0.05257915575783495,0.05257915575783495
ABIDE-II,5603,ROI_049,ROI_039,48,38,-0.0525045589541575,0.0525045589541575
ABIDE-II,5604,ROI_024,ROI_057,23,56,0.05247386825543842,0.05247386825543842
ABIDE-II,5605,ROI_072,ROI_047,71,46,0.052468231992495964,0.052468231992495964
ABIDE-II,5606,ROI_012,ROI_077,11,76,0.05246221258771113,0.05246221258771113
ABIDE-II,5607,ROI_053,ROI_039,52,38,0.05244622319040724,0.05244622319040724
ABIDE-II,5608,ROI_035,ROI_077,34,76,0.05242639666155514,0.05242639666155514
ABIDE-II,5609,ROI_062,ROI_006,61,5,-0.05241423233450808,0.05241423233450808
ABIDE-II,5610,ROI_071,ROI_065,70,64,0.0523968328697864,0.0523968328697864
ABIDE-II,5611,ROI_075,ROI_076,74,75,-0.05223704385923495,0.05223704385923495
ABIDE-II,5612,ROI_083,ROI_020,82,19,-0.05220755298346834,0.05220755298346834
ABIDE-II,5613,ROI_066,ROI_037,65,36,0.05213498116918386,0.05213498116918386
ABIDE-II,5614,ROI_010,ROI_011,9,10,0.05211740734188174,0.05211740734188174
ABIDE-II,5615,ROI_078,ROI_047,77,46,0.052088754943410163,0.052088754943410163
ABIDE-II,5616,ROI_066,ROI_010,65,9,-0.0520601899357041,0.0520601899357041
ABIDE-II,5617,ROI_089,ROI_012,88,11,0.052021769634295625,0.052021769634295625
ABIDE-II,5618,ROI_046,ROI_016,45,15,0.052012012993626205,0.052012012993626205
ABIDE-II,5619,ROI_089,ROI_046,88,45,0.051863569022703025,0.051863569022703025
ABIDE-II,5620,ROI_023,ROI_038,22,37,0.0518519836249603,0.0518519836249603
ABIDE-II,5621,ROI_046,ROI_087,45,86,0.051789826352984535,0.051789826352984535
ABIDE-II,5622,ROI_044,ROI_016,43,15,0.051773773154281603,0.051773773154281603
ABIDE-II,5623,ROI_054,ROI_085,53,84,0.05177091446318691,0.05177091446318691
ABIDE-II,5624,ROI_019,ROI_029,18,28,-0.05176438389554042,0.05176438389554042
ABIDE-II,5625,ROI_085,ROI_059,84,58,-0.051752951708719214,0.051752951708719214
ABIDE-II,5626,ROI_069,ROI_064,68,63,0.051717610508630996,0.051717610508630996
ABIDE-II,5627,ROI_045,ROI_036,44,35,0.051709408380209765,0.051709408380209765
ABIDE-II,5628,ROI_078,ROI_068,77,67,-0.051673559055747185,0.051673559055747185
